0.00 , -0.40
0.01 , -0.80
0.02 , -1.20
0.03 , -1.60
0.04 , -2.00
0.05 , -2.39
0.06 , -2.79
0.07 , -3.18
0.08 , -3.57
0.09 , -3.96
0.10 , -4.35
0.11 , -4.73
0.12 , -5.11
0.13 , -5.48
0.14 , -5.86
0.15 , -6.22
0.16 , -6.58
0.17 , -6.94
0.18 , -7.29
0.19 , -7.64
0.20 , -7.98
0.21 , -8.31
0.22 , -8.64
0.23 , -8.96
0.24 , -9.28
0.25 , -9.58
0.26 , -9.88
0.27 , -10.18
0.28 , -10.46
0.29 , -10.74
0.30 , -11.00
0.31 , -11.26
0.32 , -11.51
0.33 , -11.76
0.34 , -11.99
0.35 , -12.21
0.36 , -12.42
0.37 , -12.63
0.38 , -12.82
0.39 , -13.00
0.40 , -13.18
0.41 , -13.34
0.42 , -13.49
0.43 , -13.63
0.44 , -13.76
0.45 , -13.88
0.46 , -13.99
0.47 , -14.09
0.48 , -14.18
0.49 , -14.25
0.50 , -14.31
0.51 , -14.37
0.52 , -14.41
0.53 , -14.44
0.54 , -14.45
0.55 , -14.46
0.56 , -14.46
0.57 , -14.44
0.58 , -14.41
0.59 , -14.37
0.60 , -14.32
0.61 , -14.26
0.62 , -14.18
0.63 , -14.10
0.64 , -14.00
0.65 , -13.89
0.66 , -13.77
0.67 , -13.64
0.68 , -13.50
0.69 , -13.35
0.70 , -13.18
0.71 , -13.01
0.72 , -12.82
0.73 , -12.63
0.74 , -12.42
0.75 , -12.21
0.76 , -11.98
0.77 , -11.75
0.78 , -11.50
0.79 , -11.25
0.80 , -10.99
0.81 , -10.71
0.82 , -10.43
0.83 , -10.14
0.84 , -9.84
0.85 , -9.54
0.86 , -9.22
0.87 , -8.90
0.88 , -8.57
0.89 , -8.24
0.90 , -7.89
0.91 , -7.55
0.92 , -7.19
0.93 , -6.83
0.94 , -6.46
0.95 , -6.09
0.96 , -5.71
0.97 , -5.32
0.98 , -4.94
0.99 , -4.55
1.00 , -4.15
1.01 , -3.75
1.02 , -3.35
1.03 , -2.94
1.04 , -2.53
1.05 , -2.12
1.06 , -1.71
1.07 , -1.29
1.08 , -0.88
1.09 , -0.46
1.10 , -0.04
1.11 , 0.38
1.12 , 0.79
1.13 , 1.21
1.14 , 1.63
1.15 , 2.05
1.16 , 2.46
1.17 , 2.87
1.18 , 3.28
1.19 , 3.69
1.20 , 4.10
1.21 , 4.50
1.22 , 4.90
1.23 , 5.30
1.24 , 5.69
1.25 , 6.08
1.26 , 6.47
1.27 , 6.84
1.28 , 7.22
1.29 , 7.59
1.30 , 7.95
1.31 , 8.31
1.32 , 8.66
1.33 , 9.00
1.34 , 9.34
1.35 , 9.67
1.36 , 9.99
1.37 , 10.30
1.38 , 10.61
1.39 , 10.91
1.40 , 11.20
1.41 , 11.48
1.42 , 11.75
1.43 , 12.01
1.44 , 12.26
1.45 , 12.51
1.46 , 12.74
1.47 , 12.97
1.48 , 13.18
1.49 , 13.38
1.50 , 13.57
1.51 , 13.76
1.52 , 13.93
1.53 , 14.09
1.54 , 14.24
1.55 , 14.37
1.56 , 14.50
1.57 , 14.62
1.58 , 14.72
1.59 , 14.81
1.60 , 14.89
1.61 , 14.96
1.62 , 15.01
1.63 , 15.06
1.64 , 15.09
1.65 , 15.11
1.66 , 15.12
1.67 , 15.11
1.68 , 15.10
1.69 , 15.07
1.70 , 15.03
1.71 , 14.98
1.72 , 14.91
1.73 , 14.84
1.74 , 14.75
1.75 , 14.65
1.76 , 14.53
1.77 , 14.41
1.78 , 14.27
1.79 , 14.13
1.80 , 13.97
1.81 , 13.80
1.82 , 13.62
1.83 , 13.43
1.84 , 13.22
1.85 , 13.01
1.86 , 12.79
1.87 , 12.55
1.88 , 12.31
1.89 , 12.05
1.90 , 11.79
1.91 , 11.51
1.92 , 11.23
1.93 , 10.94
1.94 , 10.63
1.95 , 10.32
1.96 , 10.00
1.97 , 9.68
1.98 , 9.34
1.99 , 9.00
2.00 , 8.65
2.01 , 8.29
2.02 , 7.93
2.03 , 7.55
2.04 , 7.18
2.05 , 6.79
2.06 , 6.40
2.07 , 6.01
2.08 , 5.61
2.09 , 5.20
2.10 , 4.79
2.11 , 4.38
2.12 , 3.96
2.13 , 3.54
2.14 , 3.12
2.15 , 2.69
2.16 , 2.26
2.17 , 1.83
2.18 , 1.40
2.19 , 0.96
2.20 , 0.53
2.21 , 0.09
2.22 , -0.35
2.23 , -0.79
2.24 , -1.22
2.25 , -1.66
2.26 , -2.09
2.27 , -2.53
2.28 , -2.96
2.29 , -3.39
2.30 , -3.82
2.31 , -4.24
2.32 , -4.67
2.33 , -5.08
2.34 , -5.50
2.35 , -5.91
2.36 , -6.32
2.37 , -6.72
2.38 , -7.12
2.39 , -7.51
2.40 , -7.89
2.41 , -8.27
2.42 , -8.65
2.43 , -9.01
2.44 , -9.37
2.45 , -9.73
2.46 , -10.07
2.47 , -10.41
2.48 , -10.74
2.49 , -11.06
2.50 , -11.37
2.51 , -11.67
2.52 , -11.97
2.53 , -12.25
2.54 , -12.53
2.55 , -12.79
2.56 , -13.05
2.57 , -13.30
2.58 , -13.53
2.59 , -13.76
2.60 , -13.97
2.61 , -14.17
2.62 , -14.36
2.63 , -14.54
2.64 , -14.71
2.65 , -14.87
2.66 , -15.01
2.67 , -15.15
2.68 , -15.27
2.69 , -15.38
2.70 , -15.47
2.71 , -15.56
2.72 , -15.63
2.73 , -15.69
2.74 , -15.74
2.75 , -15.77
2.76 , -15.79
2.77 , -15.80
2.78 , -15.80
2.79 , -15.79
2.80 , -15.76
2.81 , -15.72
2.82 , -15.66
2.83 , -15.60
2.84 , -15.52
2.85 , -15.43
2.86 , -15.32
2.87 , -15.21
2.88 , -15.08
2.89 , -14.94
2.90 , -14.79
2.91 , -14.62
2.92 , -14.45
2.93 , -14.26
2.94 , -14.06
2.95 , -13.85
2.96 , -13.62
2.97 , -13.39
2.98 , -13.15
2.99 , -12.89
3.00 , -12.63
3.01 , -12.35
3.02 , -12.07
3.03 , -11.77
3.04 , -11.46
3.05 , -11.15
3.06 , -10.83
3.07 , -10.49
3.08 , -10.15
3.09 , -9.80
3.10 , -9.44
3.11 , -9.08
3.12 , -8.71
3.13 , -8.32
3.14 , -7.94
3.15 , -7.54
3.16 , -7.14
3.17 , -6.74
3.18 , -6.32
3.19 , -5.91
3.20 , -5.48
3.21 , -5.05
3.22 , -4.62
3.23 , -4.19
3.24 , -3.75
3.25 , -3.30
3.26 , -2.86
3.27 , -2.41
3.28 , -1.96
3.29 , -1.51
3.30 , -1.05
3.31 , -0.60
3.32 , -0.14
3.33 , 0.32
3.34 , 0.77
3.35 , 1.23
3.36 , 1.69
3.37 , 2.14
3.38 , 2.60
3.39 , 3.05
3.40 , 3.50
3.41 , 3.95
3.42 , 4.39
3.43 , 4.83
3.44 , 5.27
3.45 , 5.71
3.46 , 6.14
3.47 , 6.56
3.48 , 6.98
3.49 , 7.40
3.50 , 7.81
3.51 , 8.21
3.52 , 8.61
3.53 , 9.00
3.54 , 9.38
3.55 , 9.76
3.56 , 10.13
3.57 , 10.49
3.58 , 10.84
3.59 , 11.19
3.60 , 11.53
3.61 , 11.85
3.62 , 12.17
3.63 , 12.48
3.64 , 12.78
3.65 , 13.07
3.66 , 13.35
3.67 , 13.62
3.68 , 13.87
3.69 , 14.12
3.70 , 14.36
3.71 , 14.58
3.72 , 14.79
3.73 , 15.00
